Date,Open,High,Low,Close,Volume,Adj Close
2015-12-21,55.349998,55.830002,54.93,55.82,4201800,55.82
2015-12-22,56.189999,56.419998,55.209998999999996,55.610001000000004,4410500,55.610001000000004
2015-12-23,56.060001,56.709998999999996,55.169998,56.700001,5776600,56.700001
2015-12-24,56.970001,56.970001,56.529999,56.75,1681200,56.75
2015-12-28,56.41,56.669998,55.77,56.419998,2930100,56.419998
2015-12-29,56.75,57.439999,56.419998,57.02,2752100,57.02
2015-12-30,57.02,57.18,56.09,56.16,3002200,56.16
2015-12-31,56.049999,56.299999,54.810001,54.810001,6414700,54.810001
2016-01-04,53.549999,54.34,53.369999,54.34,7835500,54.34
2016-01-05,54.27,54.470001,53.549999,53.77,6131900,53.77
2016-01-06,52.950001,53.889998999999996,52.720001,53.419998,8474800,53.419998
2016-01-07,52.389998999999996,52.950001,51.369999,51.700001,10477500,51.700001
2016-01-08,51.52,51.98,50.240002000000004,50.360001000000004,9600900,50.360001000000004
2016-01-11,50.830002,51.5,50.48,51.209998999999996,7000500,51.209998999999996
2016-01-12,51.73,51.84,50.830002,51.529999,5046700,51.529999
2016-01-13,51.52,51.810001,49.799999,49.82,6753100,49.82
2016-01-14,49.98,50.669998,49.529999,50.029999,10401000,50.029999
2016-01-15,47.889998999999996,48.689999,46.73,48.029999,15786800,48.029999
