Date,Open,High,Low,Close,Volume,Adj Close
2015-12-15,0.97,0.99,0.89,0.95,24200,11.399995
2015-12-16,0.94,1.0,0.91,0.92,13400,11.039995
2015-12-17,0.93,0.96,0.92,0.93,7500,11.159995
2015-12-18,0.93,0.94,0.92,0.93,5400,11.159995
2015-12-21,0.91,0.95,0.88,0.9,17900,10.799996
2015-12-22,0.9,0.95,0.88,0.89,15800,10.679996000000001
2015-12-23,0.9,0.93,0.88,0.89,7000,10.679996000000001
2015-12-24,0.9,0.91,0.87,0.87,8200,10.439995
2015-12-28,0.87,0.9,0.85,0.85,23300,10.199996
2015-12-29,0.87,0.89,0.86,0.87,13600,10.439995
2015-12-30,0.88,0.9,0.83,0.87,18600,10.439995
2015-12-31,0.88,0.92,0.85,0.86,19100,10.319995
2016-01-04,0.86,0.93,0.86,0.91,4800,10.919996000000001
2016-01-05,0.99,0.99,0.88,0.9,10400,10.799996
2016-01-06,10.33,11.32,10.3,11.14,10600,11.14
2016-01-07,10.98,11.4,10.3,10.48,25600,10.48
2016-01-08,10.56,11.0,10.26,10.36,10000,10.36
2016-01-11,10.3,10.35,10.05,10.13,26400,10.13
2016-01-12,10.19,10.65,9.92,9.92,12500,9.92
2016-01-13,9.91,10.03,9.1,9.27,35900,9.27
2016-01-14,9.19,9.39,9.19,9.32,13600,9.32
