Date,Open,High,Low,Close,Volume,Adj Close
2015-12-21,90.949997,91.739998,90.550003,91.510002,112000,91.510002
2015-12-22,91.739998,92.41999799999999,90.370003,92.089996,137600,92.089996
2015-12-23,92.720001,92.720001,91.120003,91.900002,91000,91.900002
2015-12-24,91.720001,92.82,91.129997,91.790001,77100,91.790001
2015-12-28,91.660004,91.900002,90.529999,90.610001,129300,90.610001
2015-12-29,91.08000200000001,91.5,90.300003,90.849998,208200,90.849998
2015-12-30,90.519997,91.43,87.790001,90.089996,121300,90.089996
2015-12-31,89.959999,90.290001,88.639999,88.660004,97900,88.660004
2016-01-04,87.220001,87.220001,85.550003,86.279999,227100,86.279999
2016-01-05,86.690002,87.690002,85.949997,87.470001,159500,87.470001
2016-01-06,86.389999,88.33000200000001,84.900002,87.82,337700,87.82
2016-01-07,86.660004,87.480003,84.769997,85.730003,121200,85.730003
2016-01-08,86.050003,86.209999,81.870003,82.18,159900,82.18
2016-01-11,82.5,82.93,80.910004,82.309998,125400,82.309998
2016-01-12,83.129997,83.900002,81.66999799999999,83.709999,183000,83.709999
2016-01-13,83.959999,86.239998,80.099998,80.610001,112800,80.610001
2016-01-14,80.790001,83.08000200000001,79.699997,82.900002,161800,82.900002
2016-01-15,81.0,84.279999,80.449997,84.239998,284500,84.239998
