Date,Open,High,Low,Close,Volume,Adj Close
2015-12-15,44.990002000000004,47.209998999999996,44.155998,46.75,1482100,46.75
2015-12-16,47.220001,47.77,45.759997999999996,46.549999,965100,46.549999
2015-12-17,46.549999,47.349998,44.619999,44.91,977300,44.91
2015-12-18,44.82,46.27,44.25,44.630001,3543000,44.630001
2015-12-21,44.880001,45.5,43.5,44.75,772000,44.75
2015-12-22,44.799999,45.110001000000004,43.68,44.529999,697100,44.529999
2015-12-23,44.529999,45.790001000000004,44.529999,45.630001,476200,45.630001
2015-12-24,45.5,45.880001,44.599998,44.880001,293200,44.880001
2015-12-28,44.950001,45.189999,43.330002,43.669998,534800,43.669998
2015-12-29,43.740002000000004,45.439999,43.700001,45.130001,644200,45.130001
2015-12-30,44.790001000000004,45.889998999999996,44.25,44.310001,523800,44.310001
2015-12-31,44.02,44.849998,43.889998999999996,43.970001,520500,43.970001
2016-01-04,43.150002,44.689999,42.509997999999996,43.720001,802000,43.720001
2016-01-05,43.869999,44.18,41.830002,42.419998,894700,42.419998
2016-01-06,41.759997999999996,41.82,39.110001000000004,39.25,1582500,39.25
2016-01-07,38.57,38.75,35.549999,35.689999,1698300,35.689999
2016-01-08,37.900002,39.0,35.810001,36.389998999999996,1281000,36.389998999999996
2016-01-11,36.619999,37.66,33.830002,35.630001,1463700,35.630001
2016-01-12,36.27,38.0,34.369999,36.900002,1379800,36.900002
2016-01-13,37.240002000000004,38.400002,35.049999,35.099998,1499500,35.099998
