Date,Open,High,Low,Close,Volume,Adj Close
2015-12-21,34.990002000000004,35.18,34.810001,35.169998,277100,35.169998
2015-12-22,35.290001000000004,35.549999,34.91,35.419998,187400,35.419998
2015-12-23,35.57,35.759997999999996,35.389998999999996,35.580002,214800,35.580002
2015-12-24,35.610001000000004,35.970001,35.5,35.740002000000004,93600,35.740002000000004
2015-12-28,35.68,36.049999,35.389998999999996,35.939999,254500,35.939999
2015-12-29,36.119999,36.459998999999996,36.02,36.349998,173900,36.349998
2015-12-30,36.450001,36.450001,35.52,35.549999,235700,35.549999
2015-12-31,35.490002000000004,35.869999,34.82,34.869999,442300,34.869999
2016-01-04,34.299999,34.380001,33.669998,34.139998999999996,511700,34.139998999999996
2016-01-05,34.23,35.009997999999996,34.169998,34.990002000000004,263100,34.990002000000004
2016-01-06,34.549999,34.759997999999996,34.279999,34.509997999999996,260900,34.509997999999996
2016-01-07,33.939999,34.189999,33.360001000000004,33.400002,302700,33.400002
2016-01-08,33.5,33.790001000000004,33.16,33.310001,407100,33.310001
2016-01-11,33.380001,34.619999,33.299999,34.509997999999996,657400,34.509997999999996
2016-01-12,34.75,34.799999,34.0,34.52,308000,34.52
2016-01-13,34.619999,34.630001,33.32,33.540001000000004,272700,33.540001000000004
2016-01-14,33.560001,34.59,33.279999,34.32,326300,34.32
2016-01-15,33.439999,33.810001,33.009997999999996,33.759997999999996,392400,33.759997999999996
